ticker,count,min,max,median,mean,std
TWNK,194,0.544,1.0,1.0,0.992,0.048
TWNKW,180,0.012,0.962,0.126,0.159,0.148
TWOU,194,0.544,1.0,1.0,0.992,0.048
TWST,194,0.481,1.0,0.974,0.956,0.062
TXG,165,0.544,1.0,0.962,0.93,0.09
TXMD,194,0.556,1.0,1.0,0.993,0.045
TXN,194,0.556,1.0,1.0,0.993,0.045
TXRH,194,0.544,1.0,1.0,0.992,0.048
TYHT,194,0.063,0.936,0.322,0.379,0.197
TYME,194,0.544,1.0,0.924,0.909,0.087
TYPE,22,0.632,1.0,0.987,0.951,0.092
TZAC,83,0.012,0.202,0.012,0.031,0.037
TZACU,28,0.012,0.05,0.012,0.017,0.008
TZACW,62,0.012,0.392,0.025,0.031,0.05
TZOO,194,0.24,1.0,0.556,0.595,0.186
UAE,190,0.012,0.987,0.132,0.198,0.196
UAL,194,0.569,1.0,1.0,0.993,0.044
UBCP,191,0.012,0.556,0.088,0.111,0.083
UBFO,194,0.037,0.822,0.221,0.244,0.125
UBIO,146,0.151,0.759,0.411,0.414,0.123
UBNK,22,0.835,1.0,0.962,0.949,0.049
UBNT,13,0.949,1.0,1.0,0.994,0.014
UBOH,166,0.012,0.544,0.037,0.055,0.057
UBSI,194,0.544,1.0,1.0,0.987,0.049
UBX,194,0.493,1.0,0.886,0.882,0.085
UCBI,194,0.531,1.0,0.987,0.979,0.051
UCFC,127,0.278,1.0,0.784,0.767,0.144
UCTT,194,0.544,1.0,1.0,0.984,0.052
UEIC,194,0.316,1.0,0.784,0.767,0.123
UEPS,194,0.531,1.0,0.873,0.846,0.109
UFCS,194,0.265,0.962,0.696,0.677,0.129
UFO,104,0.088,0.822,0.297,0.34,0.159
UFPI,194,0.518,1.0,0.987,0.974,0.054
UFPT,194,0.101,0.822,0.43,0.429,0.141
UG,192,0.012,0.367,0.075,0.092,0.066
UGLD,194,0.303,1.0,0.86,0.811,0.162
UHAL,194,0.24,0.962,0.607,0.621,0.139
UIHC,194,0.329,1.0,0.81,0.795,0.122
ULBI,194,0.063,0.759,0.316,0.341,0.135
ULH,194,0.316,1.0,0.696,0.702,0.155
ULTA,194,0.569,1.0,1.0,0.993,0.046
UMBF,194,0.43,1.0,0.936,0.924,0.075
UMPQ,194,0.544,1.0,1.0,0.992,0.048
UMRX,194,0.151,1.0,0.734,0.7,0.211
UNAM,96,0.012,0.303,0.025,0.038,0.041
UNB,193,0.012,0.354,0.075,0.088,0.055
UNIT,194,0.544,1.0,1.0,0.992,0.048
UNTY,194,0.012,0.607,0.189,0.195,0.101
UONE,151,0.012,0.215,0.025,0.03,0.024
UONEK,187,0.012,0.544,0.088,0.103,0.078
UPLD,194,0.518,1.0,0.987,0.969,0.054
UPWK,194,0.544,1.0,1.0,0.992,0.047
URBN,194,0.544,1.0,1.0,0.993,0.048
URGN,194,0.468,1.0,0.924,0.896,0.094
UROV,194,0.037,0.81,0.392,0.408,0.17
USAK,194,0.126,0.987,0.62,0.602,0.167
USAP,194,0.063,0.898,0.303,0.322,0.136
USAT,22,0.911,1.0,0.987,0.985,0.022
USATP,6,0.012,0.088,0.025,0.035,0.026
USAU,194,0.177,0.987,0.518,0.534,0.159
USCR,194,0.531,1.0,0.987,0.966,0.057
USEG,191,0.012,0.759,0.126,0.166,0.141
USIG,194,0.506,1.0,0.974,0.953,0.06
USIO,194,0.012,0.759,0.164,0.195,0.134
USLB,185,0.012,0.531,0.05,0.058,0.058
USLM,194,0.012,0.582,0.094,0.129,0.109
USLV,194,0.544,1.0,0.987,0.96,0.059
USMC,194,0.063,0.873,0.227,0.248,0.106
USOI,194,0.012,0.911,0.139,0.197,0.19
USWS,194,0.101,1.0,0.506,0.539,0.243
USWSW,117,0.012,0.405,0.037,0.07,0.083
UTHR,194,0.544,1.0,1.0,0.989,0.048
UTMD,194,0.025,0.582,0.164,0.195,0.102
UTSI,194,0.012,0.987,0.113,0.156,0.154
UVSP,194,0.24,1.0,0.772,0.771,0.136
UXIN,194,0.582,1.0,0.987,0.971,0.049
VALU,190,0.012,0.43,0.107,0.12,0.081
VALX,152,0.012,0.101,0.012,0.021,0.014
VBFC,107,0.012,0.227,0.025,0.029,0.032
VBIV,194,0.683,1.0,1.0,0.976,0.061
VBLT,194,0.025,0.987,0.335,0.372,0.231
VBTX,194,0.544,1.0,1.0,0.978,0.051
VC,194,0.455,1.0,1.0,0.979,0.057
VCEL,194,0.518,1.0,1.0,0.988,0.051
VCIT,194,0.544,1.0,1.0,0.993,0.048
VCLT,194,0.506,1.0,0.987,0.971,0.056
VCNX,188,0.012,0.936,0.126,0.201,0.184
VCSH,194,0.544,1.0,1.0,0.993,0.048
VCTR,194,0.291,1.0,0.81,0.804,0.13
VCYT,194,0.544,1.0,1.0,0.986,0.05
VECO,194,0.531,1.0,0.974,0.96,0.058
VEON,194,0.544,1.0,1.0,0.991,0.048
VERB,194,0.164,0.987,0.481,0.511,0.192
VERBW,173,0.012,0.708,0.088,0.13,0.129
VERI,194,0.455,1.0,0.974,0.955,0.059
VERO,124,0.063,0.987,0.43,0.464,0.199
VERU,194,0.215,1.0,0.898,0.799,0.21
VERY,140,0.012,0.278,0.05,0.059,0.055
VETS,96,0.012,0.113,0.025,0.027,0.019
VFF,194,0.556,1.0,1.0,0.986,0.046
VG,89,0.797,1.0,1.0,0.996,0.022
VGIT,194,0.506,1.0,0.974,0.965,0.057
VGLT,194,0.493,1.0,0.968,0.947,0.069
VGSH,194,0.544,1.0,0.987,0.98,0.05
VIA,85,0.405,1.0,0.721,0.717,0.146
VIAB,85,0.658,1.0,1.0,0.994,0.038
VIAC,106,0.556,1.0,1.0,0.992,0.047
VIACA,106,0.341,1.0,0.892,0.853,0.131
VIAV,194,0.544,1.0,1.0,0.993,0.048
VICL,22,0.607,1.0,0.924,0.901,0.092
VICR,194,0.493,1.0,0.962,0.944,0.065
VIE,150,0.253,1.0,0.734,0.715,0.165
VIGI,194,0.392,1.0,0.898,0.868,0.116
VIIX,194,0.05,1.0,0.518,0.52,0.199
VIOT,194,0.189,1.0,0.746,0.712,0.179
VIR,144,0.43,1.0,0.962,0.894,0.135
VIRC,188,0.012,0.734,0.113,0.137,0.116
VIRT,194,0.544,1.0,1.0,0.992,0.048
VISL,194,0.518,1.0,0.974,0.921,0.104
VIVE,194,0.468,1.0,0.974,0.927,0.092
VIVO,194,0.455,1.0,0.987,0.972,0.059
VKTX,194,0.569,1.0,1.0,0.993,0.042
VKTXW,161,0.012,0.189,0.037,0.047,0.038
VLGEA,194,0.126,1.0,0.556,0.567,0.184
VLRX,139,0.189,1.0,0.632,0.649,0.182
VLY,194,0.544,1.0,1.0,0.993,0.047
VLYPO,194,0.012,0.81,0.139,0.174,0.121
VLYPP,194,0.025,0.645,0.113,0.14,0.091
VMBS,194,0.544,1.0,1.0,0.986,0.049
VMD,188,0.012,1.0,0.303,0.43,0.309
VNDA,194,0.544,1.0,1.0,0.99,0.048
VNET,194,0.493,1.0,0.962,0.911,0.109
VNOM,194,0.518,1.0,1.0,0.971,0.059
VNQI,194,0.531,1.0,0.987,0.974,0.052
VOD,194,0.544,1.0,1.0,0.993,0.047
VONE,194,0.202,1.0,0.55,0.584,0.219
VONG,194,0.316,1.0,0.79,0.781,0.142
VONV,194,0.367,1.0,0.645,0.684,0.165
VOXX,194,0.177,0.974,0.468,0.507,0.194
VRA,194,0.518,1.0,0.987,0.971,0.055
VRAY,194,0.556,1.0,1.0,0.993,0.047
VRCA,194,0.088,0.949,0.544,0.544,0.168
VREX,194,0.468,1.0,0.949,0.931,0.07
VRIG,194,0.227,0.924,0.524,0.555,0.15
VRML,194,0.151,1.0,0.607,0.625,0.221
VRNA,187,0.012,1.0,0.265,0.31,0.256
VRNS,194,0.417,1.0,0.987,0.969,0.059
VRNT,194,0.531,1.0,1.0,0.988,0.05
VRRM,194,0.544,1.0,1.0,0.991,0.048
VRSK,194,0.544,1.0,1.0,0.992,0.047
VRSN,194,0.531,1.0,1.0,0.991,0.048
VRTS,194,0.202,0.987,0.708,0.699,0.135
VRTSP,122,0.012,0.531,0.05,0.074,0.076
VRTU,194,0.405,1.0,0.924,0.917,0.078
VRTX,194,0.556,1.0,1.0,0.992,0.047
VSAT,194,0.518,1.0,0.987,0.975,0.054
VSDA,194,0.037,0.784,0.265,0.276,0.123
VSEC,194,0.05,0.848,0.341,0.365,0.146
VSMV,194,0.025,0.822,0.101,0.123,0.093
VSTM,194,0.594,1.0,1.0,0.986,0.044
VTC,194,0.202,0.987,0.443,0.468,0.15
VTGN,194,0.164,1.0,0.708,0.71,0.172
VTHR,194,0.063,0.797,0.221,0.258,0.14
VTIP,194,0.544,1.0,1.0,0.987,0.049
VTIQ,146,0.012,1.0,0.063,0.362,0.442
VTIQU,84,0.012,0.594,0.05,0.091,0.109
VTIQW,117,0.012,0.987,0.088,0.328,0.363
VTNR,194,0.126,0.962,0.506,0.501,0.191
VTSI,194,0.025,0.797,0.151,0.206,0.151
VTVT,194,0.329,1.0,0.721,0.725,0.169
VTWG,194,0.075,0.848,0.303,0.322,0.134
VTWO,194,0.481,1.0,0.886,0.866,0.113
VTWV,194,0.088,0.784,0.253,0.313,0.17
VUZI,194,0.455,1.0,0.911,0.89,0.092
VVPR,194,0.025,1.0,0.164,0.205,0.156
VVUS,194,0.151,1.0,0.6,0.609,0.232
VWOB,194,0.468,1.0,0.886,0.869,0.099
VXRT,194,0.253,1.0,0.873,0.803,0.215
VXUS,194,0.544,1.0,1.0,0.993,0.048
VYGR,194,0.531,1.0,0.987,0.977,0.051
VYMI,194,0.443,1.0,0.898,0.885,0.088
WABC,194,0.354,1.0,0.81,0.783,0.128
WAFD,194,0.506,1.0,0.987,0.98,0.053
WAFU,190,0.012,1.0,0.139,0.212,0.2
WASH,194,0.177,0.974,0.556,0.58,0.163
WATT,194,0.481,1.0,0.974,0.942,0.077
WB,194,0.569,1.0,1.0,0.993,0.042
WBA,194,0.569,1.0,1.0,0.993,0.045
WBND,189,0.012,0.518,0.126,0.136,0.093
WCLD,169,0.012,1.0,0.215,0.316,0.243
WDAY,194,0.544,1.0,1.0,0.993,0.048
WDC,194,0.582,1.0,1.0,0.993,0.044
WDFC,194,0.227,1.0,0.797,0.796,0.145
WEBK,167,0.012,0.962,0.063,0.099,0.12
WEN,194,0.544,1.0,1.0,0.992,0.048
WERN,194,0.531,1.0,1.0,0.99,0.049
WETF,194,0.544,1.0,1.0,0.991,0.048
WEYS,194,0.088,0.962,0.253,0.275,0.117
WHF,194,0.329,1.0,0.759,0.734,0.171
WHFBZ,166,0.012,0.316,0.037,0.053,0.048
WHLM,95,0.012,0.177,0.012,0.028,0.029
WHLR,194,0.063,0.898,0.233,0.276,0.154
WHLRD,147,0.012,0.417,0.05,0.06,0.059
WHLRP,175,0.012,0.43,0.05,0.071,0.064
WIFI,194,0.531,1.0,1.0,0.989,0.049
WILC,185,0.012,0.379,0.063,0.071,0.048
WIMI,26,0.215,0.924,0.366,0.393,0.152
WINA,193,0.012,0.898,0.189,0.228,0.14
WINC,120,0.012,0.354,0.037,0.057,0.056
WING,194,0.544,1.0,1.0,0.988,0.049
WINS,172,0.012,0.86,0.05,0.086,0.121
WIRE,194,0.303,1.0,0.803,0.788,0.135
WISA,194,0.063,1.0,0.347,0.396,0.21
WIX,194,0.544,1.0,1.0,0.989,0.048
WKEY,20,0.012,0.316,0.025,0.048,0.072
WKHS,194,0.582,1.0,1.0,0.992,0.044
WLDN,194,0.291,1.0,0.734,0.713,0.144
WLFC,194,0.025,0.721,0.189,0.217,0.115
WLTW,194,0.544,1.0,1.0,0.99,0.049
WMGI,194,0.556,1.0,1.0,0.993,0.047
WNEB,194,0.088,0.848,0.443,0.453,0.179
WOOD,194,0.101,0.974,0.316,0.364,0.186
WORX,182,0.05,1.0,0.316,0.366,0.229
WPRT,194,0.506,1.0,0.974,0.952,0.063
WRLD,194,0.329,1.0,0.81,0.787,0.121
WRLS,52,0.012,0.481,0.012,0.044,0.093
WRLSR,111,0.012,0.683,0.025,0.057,0.081
WRLSU,6,0.012,0.151,0.018,0.047,0.056
WRLSW,33,0.012,0.291,0.025,0.055,0.062
WRTC,194,0.379,1.0,0.848,0.82,0.143
WSBC,194,0.544,1.0,0.974,0.953,0.061
WSBF,194,0.291,1.0,0.81,0.792,0.151
WSC,194,0.531,1.0,0.987,0.975,0.054
WSFS,194,0.443,1.0,0.962,0.951,0.064
WSG,194,0.202,1.0,0.696,0.683,0.213
WSTG,194,0.012,0.81,0.151,0.176,0.12
WSTL,194,0.037,0.81,0.208,0.227,0.109
WTBA,194,0.088,0.848,0.392,0.399,0.148
WTER,194,0.468,1.0,0.936,0.908,0.089
WTFC,194,0.531,1.0,1.0,0.985,0.051
WTFCM,194,0.012,0.531,0.151,0.174,0.101
WTRE,194,0.291,1.0,0.797,0.775,0.146
WTREP,97,0.012,0.417,0.025,0.042,0.051
WTRH,194,0.518,1.0,1.0,0.982,0.051
WVE,194,0.506,1.0,0.974,0.951,0.067
WVFC,126,0.012,0.164,0.025,0.031,0.024
WVVI,192,0.012,0.341,0.088,0.105,0.065
WVVIP,110,0.012,0.101,0.025,0.025,0.017
WW,194,0.544,1.0,1.0,0.993,0.047
WWD,194,0.455,1.0,1.0,0.978,0.06
WWR,194,0.113,1.0,0.531,0.552,0.202
WYNN,194,0.569,1.0,1.0,0.993,0.045
XAIR,192,0.012,1.0,0.562,0.525,0.374
XBIO,194,0.316,1.0,0.784,0.777,0.14
XBIOW,43,0.012,0.126,0.012,0.021,0.02
XBIT,194,0.506,1.0,0.936,0.898,0.117
XBITV,3,0.012,0.291,0.012,0.105,0.161
XCUR,194,0.113,1.0,0.86,0.734,0.264
XEL,194,0.544,1.0,1.0,0.993,0.047
XELA,194,0.392,1.0,0.886,0.852,0.14
XELB,194,0.025,0.873,0.24,0.287,0.19
XENE,194,0.202,1.0,0.772,0.693,0.232
XENT,194,0.531,1.0,0.987,0.971,0.057
XERS,194,0.481,1.0,0.873,0.855,0.126
XFOR,194,0.05,0.949,0.461,0.444,0.203
XGN,160,0.189,0.936,0.55,0.557,0.176
XLNX,194,0.569,1.0,1.0,0.993,0.044
XLRN,194,0.518,1.0,0.987,0.972,0.058
XNCR,194,0.531,1.0,0.987,0.973,0.054
XNET,194,0.506,1.0,0.974,0.932,0.092
XOG,194,0.544,1.0,1.0,0.991,0.048
XOMA,194,0.164,0.949,0.569,0.567,0.157
XON,127,0.544,1.0,1.0,0.991,0.051
XONE,194,0.215,1.0,0.632,0.634,0.172
XP,102,0.544,1.0,1.0,0.984,0.062
XPEL,194,0.113,1.0,0.873,0.789,0.202
XPER,194,0.544,1.0,1.0,0.983,0.05
XRAY,194,0.544,1.0,1.0,0.993,0.047
XSPA,194,0.037,1.0,0.531,0.578,0.298
XT,194,0.417,1.0,0.708,0.723,0.151
XTLB,142,0.012,0.316,0.037,0.053,0.052
YAYO,66,0.151,1.0,0.848,0.762,0.238
YGYI,194,0.126,1.0,0.569,0.599,0.209
YGYIP,155,0.012,0.405,0.075,0.092,0.072
YI,191,0.025,0.974,0.341,0.395,0.246
YIN,193,0.012,0.708,0.139,0.172,0.136
YJ,194,0.126,1.0,0.62,0.635,0.227
YLCO,194,0.037,0.898,0.227,0.27,0.151
YLDE,138,0.012,0.151,0.025,0.03,0.024
YMAB,194,0.392,1.0,0.873,0.843,0.119
YNDX,194,0.544,1.0,1.0,0.993,0.047
YORW,194,0.189,0.86,0.531,0.548,0.141
YRCW,194,0.544,1.0,1.0,0.988,0.047
YRIV,13,0.924,1.0,1.0,0.976,0.03
YTEN,194,0.113,1.0,0.657,0.659,0.259
YTRA,194,0.202,1.0,0.594,0.591,0.203
YVR,192,0.012,1.0,0.303,0.396,0.295
YY,194,0.556,1.0,1.0,0.992,0.046
Z,194,0.544,1.0,1.0,0.993,0.047
ZAGG,194,0.544,1.0,1.0,0.983,0.051
ZBIO,145,0.025,0.556,0.189,0.206,0.111
ZBRA,194,0.556,1.0,1.0,0.987,0.048
ZCMD,53,0.063,0.898,0.253,0.295,0.188
ZEAL,192,0.012,0.455,0.139,0.157,0.095
ZEUS,194,0.354,0.974,0.683,0.677,0.12
ZFGN,194,0.265,1.0,0.822,0.793,0.157
ZG,194,0.544,1.0,1.0,0.992,0.048
ZGNX,194,0.531,1.0,1.0,0.987,0.05
ZGYHU,43,0.012,0.379,0.037,0.058,0.071
ZION,194,0.556,1.0,1.0,0.993,0.047
ZIONL,86,0.012,0.379,0.075,0.1,0.09
ZIONN,88,0.012,0.594,0.139,0.167,0.124
ZIONO,88,0.05,0.556,0.177,0.212,0.119
ZIONP,86,0.012,0.227,0.069,0.079,0.05
ZIONW,177,0.012,0.924,0.101,0.211,0.226
ZIOP,194,0.544,1.0,1.0,0.992,0.048
ZIV,194,0.101,1.0,0.531,0.549,0.253
ZIXI,194,0.544,1.0,1.0,0.987,0.049
ZKIN,194,0.063,0.86,0.291,0.32,0.164
ZLAB,194,0.468,1.0,0.962,0.912,0.099
ZM,194,0.556,1.0,1.0,0.993,0.047
ZN,194,0.645,1.0,0.987,0.961,0.064
ZNGA,194,0.569,1.0,1.0,0.993,0.045
ZNTL,24,0.443,1.0,0.803,0.799,0.139
ZS,194,0.569,1.0,1.0,0.993,0.045
ZSAN,194,0.518,1.0,0.924,0.882,0.122
ZUMZ,194,0.544,1.0,1.0,0.988,0.048
ZVO,194,0.24,0.987,0.594,0.608,0.18
ZYNE,194,0.544,1.0,1.0,0.98,0.05
ZYXI,194,0.506,1.0,0.974,0.932,0.084
