ticker,count,min,max,median,mean,std
BSDE,76,0.012,0.215,0.025,0.035,0.03
BSET,194,0.189,0.949,0.569,0.599,0.179
BSGM,194,0.303,1.0,0.772,0.756,0.184
BSJK,89,0.569,0.962,0.835,0.83,0.079
BSJL,89,0.759,1.0,0.911,0.902,0.063
BSJM,89,0.594,0.987,0.86,0.857,0.073
BSJN,89,0.354,0.936,0.696,0.694,0.117
BSJO,89,0.215,0.81,0.481,0.5,0.125
BSJP,89,0.139,0.721,0.417,0.414,0.118
BSJQ,89,0.037,0.734,0.265,0.276,0.146
BSJR,82,0.012,0.67,0.063,0.089,0.091
BSML,105,0.012,0.443,0.025,0.041,0.061
BSMM,132,0.012,0.392,0.037,0.047,0.045
BSMN,118,0.012,0.139,0.037,0.044,0.031
BSMO,119,0.012,0.379,0.037,0.047,0.047
BSMP,119,0.012,0.379,0.037,0.044,0.046
BSMQ,85,0.012,0.544,0.025,0.05,0.094
BSMR,67,0.012,0.43,0.012,0.031,0.056
BSMS,67,0.012,0.202,0.025,0.029,0.031
BSMT,80,0.012,0.316,0.012,0.027,0.039
BSQR,194,0.012,0.481,0.151,0.164,0.089
BSRR,194,0.139,0.924,0.455,0.47,0.156
BSTC,194,0.227,0.962,0.613,0.612,0.14
BSVN,193,0.012,0.582,0.088,0.125,0.107
BTAI,194,0.063,1.0,0.835,0.728,0.277
BTEC,167,0.012,0.177,0.037,0.05,0.034
BUG,130,0.012,0.405,0.126,0.14,0.088
BURG,146,0.088,0.962,0.291,0.335,0.171
BUSE,194,0.43,1.0,0.898,0.877,0.094
BVSN,192,0.012,0.987,0.151,0.209,0.192
BVXV,188,0.012,0.962,0.215,0.276,0.244
BVXVW,86,0.012,0.493,0.075,0.11,0.1
BWAY,190,0.012,0.784,0.075,0.118,0.113
BWB,194,0.253,1.0,0.658,0.661,0.155
BWEN,194,0.037,1.0,0.253,0.282,0.169
BWFG,193,0.012,0.759,0.189,0.221,0.134
BWMC,129,0.012,0.974,0.088,0.149,0.17
BWMCU,47,0.012,0.367,0.025,0.037,0.056
BWMCW,111,0.012,0.544,0.037,0.063,0.091
BWMX,21,0.012,0.088,0.025,0.032,0.021
BXRX,114,0.417,1.0,0.936,0.894,0.124
BXRXV,6,0.063,0.341,0.094,0.145,0.111
BYFC,185,0.012,0.556,0.075,0.087,0.069
BYND,194,0.67,1.0,1.0,0.994,0.033
BYSI,194,0.113,1.0,0.455,0.497,0.204
BZUN,194,0.569,1.0,1.0,0.993,0.044
CAAS,194,0.025,0.974,0.215,0.292,0.219
CABA,134,0.202,1.0,0.676,0.68,0.154
CAC,194,0.24,0.911,0.582,0.581,0.155
CACC,194,0.392,1.0,0.848,0.838,0.132
CACG,194,0.037,0.873,0.183,0.218,0.136
CAKE,194,0.544,1.0,1.0,0.992,0.048
CALA,194,0.531,1.0,0.974,0.954,0.062
CALB,30,0.012,0.316,0.063,0.087,0.072
CALM,194,0.544,1.0,1.0,0.983,0.05
CAMP,194,0.493,1.0,0.987,0.965,0.057
CAMT,194,0.227,1.0,0.822,0.796,0.131
CAN,115,0.341,1.0,0.924,0.861,0.152
CAPR,194,0.227,1.0,0.607,0.638,0.234
CAR,194,0.544,1.0,1.0,0.992,0.048
CARA,194,0.544,1.0,1.0,0.99,0.049
CARB,85,0.544,1.0,1.0,0.986,0.051
CARE,194,0.126,0.962,0.556,0.554,0.165
CARG,194,0.544,1.0,1.0,0.992,0.048
CARO,190,0.253,1.0,0.803,0.767,0.185
CART,81,0.012,0.658,0.113,0.14,0.117
CARV,171,0.012,0.772,0.075,0.096,0.105
CARZ,187,0.012,0.341,0.075,0.095,0.073
CASA,194,0.518,1.0,0.987,0.961,0.062
CASH,194,0.443,1.0,0.987,0.965,0.063
CASI,194,0.455,1.0,0.848,0.812,0.141
CASS,194,0.189,0.936,0.544,0.569,0.18
CASY,194,0.531,1.0,1.0,0.98,0.053
CATB,194,0.202,1.0,0.676,0.653,0.186
CATC,193,0.012,0.886,0.151,0.195,0.132
CATH,194,0.05,0.886,0.17,0.211,0.138
CATM,194,0.506,1.0,1.0,0.984,0.053
CATS,194,0.354,1.0,0.822,0.812,0.133
CATY,194,0.518,1.0,0.987,0.972,0.055
CBAN,194,0.012,0.531,0.139,0.155,0.096
CBAT,194,0.088,0.886,0.354,0.368,0.155
CBAY,194,0.544,1.0,1.0,0.987,0.043
CBFV,190,0.012,0.506,0.139,0.153,0.1
CBIO,194,0.329,1.0,0.772,0.757,0.163
CBLI,194,0.012,1.0,0.253,0.404,0.341
CBLK,22,0.911,1.0,1.0,0.994,0.02
CBMB,163,0.012,0.367,0.075,0.09,0.07
CBMG,194,0.126,0.987,0.518,0.524,0.192
CBNK,193,0.025,0.759,0.177,0.201,0.139
CBPO,194,0.227,1.0,0.81,0.791,0.135
CBRL,194,0.544,1.0,1.0,0.989,0.049
CBSH,194,0.544,1.0,1.0,0.99,0.048
CBSHP,190,0.012,0.62,0.101,0.129,0.102
CBTX,194,0.075,0.962,0.481,0.512,0.185
CCAP,67,0.088,0.734,0.329,0.345,0.149
CCB,194,0.05,0.848,0.265,0.287,0.139
CCBG,194,0.088,0.924,0.481,0.466,0.163
CCCL,194,0.025,1.0,0.341,0.387,0.236
CCD,194,0.354,0.974,0.702,0.695,0.167
CCLP,194,0.101,1.0,0.436,0.477,0.188
CCMP,194,0.518,1.0,0.974,0.958,0.061
CCNE,194,0.063,0.924,0.367,0.397,0.183
CCNI,21,0.012,0.468,0.139,0.162,0.127
CCOI,194,0.518,1.0,0.987,0.973,0.054
CCRC,171,0.012,0.569,0.075,0.109,0.112
CCRN,194,0.531,1.0,0.949,0.933,0.071
CCXI,194,0.544,1.0,1.0,0.983,0.049
CDC,194,0.164,0.936,0.455,0.477,0.132
CDEV,194,0.556,1.0,1.0,0.993,0.047
CDK,194,0.544,1.0,1.0,0.992,0.047
CDL,194,0.088,0.797,0.329,0.347,0.133
CDLX,194,0.531,1.0,1.0,0.983,0.052
CDMO,194,0.481,1.0,0.962,0.932,0.08
CDMOP,184,0.012,0.316,0.05,0.07,0.055
CDNA,194,0.544,1.0,1.0,0.992,0.048
CDNS,194,0.556,1.0,1.0,0.993,0.046
CDTX,194,0.227,1.0,0.828,0.784,0.197
CDW,194,0.556,1.0,1.0,0.993,0.047
CDXC,194,0.506,1.0,0.924,0.896,0.092
CDXS,194,0.544,1.0,0.987,0.978,0.05
CDZI,194,0.455,1.0,0.886,0.848,0.142
CECE,194,0.303,1.0,0.721,0.71,0.137
CECO,85,0.544,1.0,1.0,0.991,0.051
CELC,194,0.012,0.506,0.164,0.182,0.106
CELG,79,0.911,1.0,1.0,0.998,0.01
CELGZ,85,0.012,0.924,0.088,0.166,0.173
CELH,194,0.278,1.0,0.936,0.862,0.161
CEMI,194,0.075,1.0,0.582,0.621,0.245
CENT,194,0.265,1.0,0.822,0.815,0.124
CENTA,194,0.518,1.0,0.974,0.964,0.056
CENX,194,0.544,1.0,1.0,0.992,0.048
CERC,194,0.265,0.987,0.683,0.651,0.182
CERN,194,0.556,1.0,1.0,0.993,0.047
CERS,194,0.518,1.0,1.0,0.991,0.05
CETV,194,0.544,1.0,0.987,0.97,0.058
CETX,194,0.164,1.0,0.708,0.679,0.224
CETXP,125,0.012,0.594,0.037,0.065,0.09
CETXW,104,0.012,0.329,0.025,0.051,0.059
CEVA,194,0.367,1.0,0.854,0.823,0.126
CEY,194,0.012,0.291,0.101,0.106,0.056
CEZ,168,0.012,0.164,0.037,0.041,0.029
CFA,194,0.126,0.949,0.531,0.566,0.162
CFB,184,0.164,1.0,0.714,0.708,0.202
CFBI,179,0.012,0.253,0.063,0.08,0.055
CFBK,173,0.012,0.291,0.063,0.072,0.052
CFFA,126,0.012,0.227,0.031,0.047,0.046
CFFAU,58,0.012,0.139,0.012,0.024,0.023
CFFAW,127,0.012,0.177,0.025,0.033,0.029
CFFI,194,0.012,0.392,0.113,0.124,0.08
CFFN,194,0.518,1.0,0.987,0.965,0.06
CFMS,194,0.518,1.0,0.987,0.972,0.057
CFO,194,0.202,0.936,0.544,0.559,0.135
CFRX,194,0.291,1.0,0.803,0.771,0.199
CG,194,0.544,1.0,1.0,0.992,0.048
CGBD,194,0.544,1.0,0.974,0.957,0.062
CGEN,194,0.443,1.0,0.924,0.864,0.149
CGIX,194,0.189,1.0,0.727,0.697,0.265
CGNX,194,0.544,1.0,1.0,0.992,0.047
CGO,194,0.151,0.924,0.354,0.37,0.12
CGROU,5,0.113,0.835,0.316,0.409,0.278
CHCI,178,0.012,1.0,0.063,0.118,0.178
CHCO,194,0.316,0.949,0.67,0.668,0.131
CHDN,194,0.493,1.0,0.98,0.963,0.06
CHEF,194,0.405,1.0,0.962,0.932,0.087
CHEK,194,0.075,1.0,0.309,0.374,0.221
CHEKW,86,0.012,0.101,0.025,0.033,0.021
CHEKZ,88,0.012,0.164,0.025,0.038,0.033
CHFS,194,0.126,1.0,0.784,0.752,0.236
CHI,194,0.367,1.0,0.822,0.816,0.126
CHKP,194,0.544,1.0,1.0,0.992,0.048
CHMA,194,0.544,1.0,0.962,0.938,0.068
CHMG,194,0.025,0.43,0.126,0.14,0.078
CHNA,191,0.012,0.291,0.088,0.094,0.058
CHNG,194,0.544,1.0,1.0,0.989,0.049
CHNGU,188,0.012,0.721,0.094,0.126,0.109
CHNR,193,0.012,0.721,0.139,0.156,0.112
CHPM,48,0.012,0.569,0.037,0.072,0.111
CHPMU,80,0.012,0.67,0.037,0.067,0.094
CHPMW,26,0.012,0.088,0.018,0.024,0.018
CHRS,194,0.544,1.0,1.0,0.992,0.048
CHRW,194,0.544,1.0,1.0,0.993,0.047
CHSCL,194,0.151,0.936,0.455,0.5,0.181
CHSCM,194,0.101,0.974,0.341,0.397,0.18
CHSCN,194,0.088,0.936,0.291,0.345,0.172
CHSCO,194,0.063,0.962,0.297,0.339,0.165
CHSCP,194,0.088,0.734,0.227,0.266,0.142
CHTR,194,0.544,1.0,1.0,0.993,0.047
CHUY,194,0.455,1.0,0.886,0.868,0.107
CHW,194,0.506,1.0,0.848,0.818,0.121
CHY,194,0.303,1.0,0.81,0.81,0.12
CIBR,194,0.443,1.0,0.974,0.948,0.069
CID,186,0.012,0.24,0.063,0.075,0.047
CIDM,194,0.012,0.936,0.253,0.278,0.156
CIFS,194,0.265,0.987,0.481,0.505,0.158
CIGI,194,0.303,1.0,0.746,0.745,0.153
CIH,194,0.088,1.0,0.544,0.561,0.23
CIIC,42,0.012,0.24,0.025,0.041,0.043
CIICU,68,0.012,0.86,0.037,0.067,0.116
CIICW,14,0.012,0.139,0.018,0.027,0.033
CIL,162,0.012,0.227,0.037,0.046,0.039
CINF,194,0.518,1.0,1.0,0.992,0.049
CIVB,194,0.113,0.962,0.481,0.481,0.153
CIVBP,17,0.012,0.101,0.012,0.031,0.028
CIZ,194,0.025,0.734,0.177,0.189,0.099
CIZN,163,0.012,0.493,0.05,0.067,0.071
CJJD,194,0.341,1.0,0.784,0.768,0.154
CKPT,194,0.151,1.0,0.632,0.621,0.227
CLAR,194,0.341,1.0,0.848,0.822,0.117
CLBK,194,0.506,1.0,0.924,0.907,0.083
CLBS,194,0.025,0.86,0.215,0.246,0.146
CLCT,194,0.253,0.974,0.734,0.723,0.12
CLDB,147,0.012,0.202,0.037,0.044,0.039
CLDC,22,0.101,0.594,0.227,0.272,0.146
CLDX,194,0.455,1.0,0.759,0.745,0.135
CLFD,194,0.075,0.784,0.303,0.322,0.131
CLGN,176,0.012,0.835,0.101,0.166,0.169
CLIR,194,0.037,1.0,0.253,0.298,0.181
CLLS,194,0.43,1.0,0.848,0.83,0.101
CLMT,194,0.354,1.0,0.772,0.739,0.15
CLNE,194,0.531,1.0,1.0,0.985,0.051
CLOU,194,0.329,1.0,0.924,0.828,0.184
CLPS,194,0.025,0.924,0.24,0.277,0.164
CLPT,60,0.088,0.848,0.335,0.37,0.165
CLRB,194,0.126,1.0,0.443,0.476,0.206
CLRBW,3,0.012,0.012,0.012,0.012,0.0
CLRBZ,95,0.012,0.253,0.025,0.039,0.047
CLRG,188,0.012,0.278,0.05,0.064,0.052
CLRO,187,0.012,0.911,0.126,0.176,0.172
CLSD,194,0.556,1.0,0.949,0.913,0.097
CLSK,73,0.075,1.0,0.43,0.519,0.266
CLSN,194,0.316,1.0,0.67,0.667,0.138
CLUB,194,0.24,1.0,0.696,0.695,0.199
CLVS,194,0.67,1.0,1.0,0.996,0.028
CLWT,193,0.025,0.886,0.177,0.2,0.129
CLXT,194,0.392,1.0,0.752,0.74,0.15
CMBM,194,0.025,1.0,0.392,0.417,0.206
CMCO,194,0.253,1.0,0.86,0.839,0.112
CMCSA,194,0.582,1.0,1.0,0.993,0.044
CMCT,194,0.037,0.987,0.417,0.424,0.207
CMCTP,26,0.012,0.215,0.025,0.034,0.04
CME,194,0.556,1.0,1.0,0.993,0.047
CMFN,22,0.101,0.67,0.297,0.324,0.166
CMFNL,183,0.012,0.607,0.075,0.101,0.09
CMLS,194,0.291,1.0,0.746,0.716,0.168
CMPR,194,0.468,1.0,0.974,0.948,0.075
CMRX,194,0.493,1.0,0.987,0.964,0.062
CMTL,194,0.506,1.0,0.949,0.918,0.093
CNAC,14,0.012,0.632,0.043,0.185,0.235
CNACR,18,0.012,0.392,0.05,0.085,0.095
CNACU,2,0.012,0.012,0.012,0.012,0.0
CNACW,16,0.012,0.088,0.025,0.035,0.026
CNAT,194,0.443,1.0,0.81,0.8,0.124
CNBKA,194,0.012,0.582,0.177,0.197,0.114
CNCE,194,0.417,1.0,0.886,0.857,0.105
CNCR,194,0.025,0.911,0.151,0.18,0.095
CNDT,94,0.544,1.0,1.0,0.991,0.051
CNET,194,0.075,1.0,0.341,0.385,0.212
CNFR,135,0.012,0.303,0.037,0.054,0.049
CNFRL,156,0.012,0.151,0.037,0.041,0.031
CNMD,127,0.481,1.0,0.962,0.936,0.074
CNNB,70,0.012,0.443,0.05,0.086,0.089
CNOB,194,0.405,1.0,0.86,0.834,0.121
CNSL,194,0.544,1.0,1.0,0.991,0.048
CNSP,120,0.202,1.0,0.512,0.543,0.196
CNST,194,0.101,1.0,0.962,0.828,0.248
CNTF,22,0.012,0.177,0.088,0.079,0.04
CNTG,125,0.037,0.987,0.265,0.326,0.206
CNTY,194,0.303,1.0,0.784,0.783,0.162
CNXN,194,0.354,1.0,0.81,0.79,0.152
COCP,194,0.025,1.0,0.582,0.57,0.36
CODA,194,0.215,0.987,0.708,0.699,0.144
CODX,194,0.151,1.0,0.632,0.671,0.291
COFS,62,0.012,0.62,0.145,0.168,0.143
COHR,194,0.518,1.0,0.987,0.969,0.058
COHU,194,0.531,1.0,0.987,0.967,0.055
COKE,194,0.164,1.0,0.582,0.607,0.163
COLB,194,0.493,1.0,0.987,0.965,0.058
COLL,194,0.531,1.0,0.987,0.973,0.055
COLM,194,0.544,1.0,1.0,0.98,0.052
COMM,194,0.544,1.0,1.0,0.992,0.048
COMT,194,0.177,0.86,0.443,0.463,0.111
CONE,194,0.544,1.0,1.0,0.992,0.047
CONN,194,0.544,1.0,1.0,0.991,0.045
COOP,194,0.544,1.0,1.0,0.987,0.049
CORE,194,0.518,1.0,0.974,0.96,0.057
CORT,194,0.544,1.0,1.0,0.992,0.048
CORV,193,0.253,1.0,0.974,0.831,0.215
COST,194,0.582,1.0,1.0,0.993,0.044
COUP,194,0.569,1.0,1.0,0.993,0.046
COWN,194,0.481,1.0,0.949,0.932,0.072
COWNL,194,0.012,0.569,0.151,0.168,0.106
COWNZ,194,0.025,0.746,0.151,0.18,0.115
CPAA,64,0.012,0.658,0.012,0.046,0.093
CPAAU,134,0.012,0.62,0.037,0.049,0.075
CPAAW,37,0.012,0.075,0.012,0.02,0.014
CPAH,194,0.012,1.0,0.265,0.391,0.318
CPHC,162,0.012,0.253,0.037,0.055,0.045
CPIX,193,0.012,0.683,0.227,0.255,0.15
CPLP,194,0.392,0.974,0.721,0.723,0.133
CPRT,194,0.556,1.0,1.0,0.993,0.047
CPRX,194,0.569,1.0,1.0,0.993,0.044
CPSH,192,0.012,1.0,0.088,0.139,0.159
CPSI,194,0.392,1.0,0.822,0.812,0.115
CPSS,191,0.012,0.848,0.151,0.178,0.126
CPST,194,0.379,1.0,0.784,0.756,0.147
CPTA,194,0.367,1.0,0.797,0.782,0.13
CPTAG,182,0.012,0.506,0.063,0.08,0.066
CPTAL,189,0.012,0.468,0.101,0.117,0.079
CPZ,112,0.113,0.924,0.423,0.456,0.211
CRAI,194,0.202,0.949,0.594,0.58,0.139
CRAY,22,0.873,1.0,0.987,0.977,0.031
CRBP,194,0.531,1.0,1.0,0.989,0.048
CREE,194,0.556,1.0,1.0,0.993,0.047
CREG,194,0.278,1.0,0.658,0.659,0.18
CRESY,194,0.481,1.0,0.873,0.841,0.126
CREX,188,0.012,1.0,0.075,0.135,0.196
CREXW,45,0.012,0.506,0.025,0.061,0.111
CRIS,194,0.329,0.987,0.696,0.704,0.151
CRMT,194,0.291,1.0,0.759,0.743,0.133
CRNC,151,0.493,1.0,1.0,0.977,0.063
CRNT,194,0.569,1.0,0.987,0.966,0.057
CRNX,194,0.164,1.0,0.575,0.571,0.182
CRON,194,0.734,1.0,1.0,0.995,0.031
CROX,194,0.544,1.0,1.0,0.993,0.048
CRSA,121,0.012,0.265,0.025,0.04,0.041
CRSAU,95,0.012,0.189,0.025,0.032,0.03
CRSAW,42,0.012,0.151,0.025,0.027,0.025
CRSP,194,0.582,1.0,1.0,0.99,0.045
CRTO,194,0.518,1.0,1.0,0.978,0.054
CRTX,194,0.126,1.0,0.714,0.682,0.195
CRUS,194,0.544,1.0,1.0,0.992,0.048
CRVL,194,0.316,0.936,0.696,0.707,0.112
CRVS,194,0.405,1.0,0.752,0.745,0.141
CRWD,194,0.62,1.0,1.0,0.993,0.041
CRWS,194,0.05,0.936,0.278,0.334,0.171
CRZO,85,0.569,1.0,1.0,0.993,0.047
CSA,188,0.012,0.303,0.05,0.063,0.044
CSB,194,0.012,0.658,0.151,0.174,0.098
CSBR,194,0.075,0.949,0.341,0.364,0.163
CSCO,194,0.645,1.0,1.0,0.994,0.038
CSF,194,0.025,0.556,0.151,0.159,0.064
CSFL,194,0.518,1.0,1.0,0.989,0.05
CSGP,194,0.443,1.0,0.962,0.943,0.07
CSGS,194,0.506,1.0,0.962,0.947,0.06
CSII,194,0.468,1.0,0.987,0.968,0.061
CSIQ,194,0.544,1.0,1.0,0.992,0.046
CSML,194,0.025,0.734,0.202,0.211,0.097
CSOD,194,0.518,1.0,1.0,0.988,0.052
CSPI,184,0.012,0.632,0.075,0.092,0.087
CSQ,194,0.405,1.0,0.936,0.918,0.079
CSSE,193,0.012,0.683,0.177,0.2,0.115
CSSEP,194,0.025,0.493,0.139,0.163,0.096
CSTE,194,0.405,1.0,0.822,0.814,0.114
CSTL,194,0.341,1.0,0.784,0.787,0.125
CSTR,194,0.139,0.949,0.582,0.583,0.162
CSWC,194,0.405,1.0,0.822,0.797,0.154
CSWCL,194,0.012,0.481,0.063,0.091,0.07
CSWI,194,0.303,1.0,0.658,0.668,0.149
CSX,194,0.556,1.0,1.0,0.993,0.045
CTAC,110,0.012,0.911,0.139,0.174,0.159
CTACU,59,0.012,0.151,0.025,0.034,0.034
CTACW,95,0.012,0.392,0.037,0.064,0.067
CTAS,194,0.544,1.0,1.0,0.991,0.047
CTBI,194,0.215,0.886,0.544,0.551,0.13
CTG,194,0.088,0.898,0.329,0.358,0.147
CTHR,194,0.113,1.0,0.474,0.466,0.192
CTIB,168,0.012,1.0,0.164,0.227,0.217
CTIC,194,0.367,1.0,0.708,0.714,0.154
CTMX,194,0.506,1.0,0.987,0.975,0.056
CTRC,194,0.113,0.974,0.379,0.412,0.19
CTRE,194,0.544,1.0,1.0,0.991,0.049
CTRM,194,0.113,1.0,0.67,0.657,0.234
CTRN,194,0.329,1.0,0.822,0.809,0.103
CTRP,22,0.911,1.0,1.0,0.994,0.02
CTSH,194,0.556,1.0,1.0,0.993,0.046
CTSO,194,0.493,1.0,0.936,0.904,0.104
CTWS,22,0.379,0.632,0.512,0.511,0.07
CTXR,194,0.151,1.0,0.708,0.67,0.238
CTXRW,74,0.012,0.113,0.025,0.034,0.027
CTXS,194,0.556,1.0,1.0,0.993,0.047
CUBA,193,0.012,0.848,0.151,0.185,0.133
CUE,194,0.291,1.0,0.835,0.769,0.203
CUI,194,0.05,0.81,0.354,0.37,0.162
CUR,22,0.341,0.708,0.544,0.537,0.09
CUTR,194,0.468,1.0,0.911,0.894,0.091
CVBF,194,0.544,1.0,1.0,0.99,0.048
CVCO,194,0.177,0.987,0.645,0.626,0.169
CVCY,194,0.05,0.734,0.341,0.352,0.123
CVET,194,0.544,1.0,1.0,0.992,0.048
CVGI,194,0.379,1.0,0.936,0.922,0.078
CVGW,194,0.443,1.0,0.93,0.91,0.083
CVLT,194,0.531,1.0,1.0,0.988,0.05
CVLY,194,0.025,0.556,0.202,0.219,0.094
CVTI,194,0.493,1.0,0.886,0.868,0.103
CVV,194,0.012,0.67,0.151,0.162,0.104
CWBC,159,0.012,0.329,0.05,0.064,0.055
CWBR,194,0.101,0.987,0.291,0.353,0.175
CWCO,194,0.253,1.0,0.708,0.694,0.135
CWST,194,0.518,1.0,0.974,0.962,0.059
CXDC,193,0.025,0.987,0.303,0.432,0.336
CXSE,194,0.05,1.0,0.24,0.283,0.161
CY,178,0.544,1.0,1.0,0.992,0.05
CYAD,194,0.012,0.974,0.208,0.261,0.177
CYAN,178,0.012,0.645,0.063,0.08,0.085
CYBE,194,0.189,0.962,0.569,0.567,0.173
CYBR,194,0.544,1.0,1.0,0.991,0.048
CYCC,194,0.151,1.0,0.468,0.514,0.228
CYCCP,56,0.012,0.151,0.012,0.023,0.022
CYCN,194,0.329,1.0,0.911,0.85,0.16
CYOU,180,0.417,1.0,0.911,0.868,0.115
CYRN,194,0.012,0.81,0.177,0.238,0.191
CYRX,194,0.506,1.0,1.0,0.978,0.053
CYRXW,145,0.012,0.177,0.025,0.033,0.031
CYTK,194,0.544,1.0,1.0,0.984,0.051
CZNC,194,0.025,0.594,0.24,0.247,0.116
CZR,194,0.544,1.0,1.0,0.992,0.047
CZWI,186,0.012,0.784,0.139,0.183,0.15
DAIO,194,0.05,0.746,0.202,0.222,0.114
DAKT,194,0.481,1.0,0.898,0.878,0.098
DALI,193,0.012,0.658,0.088,0.108,0.081
DARE,194,0.139,1.0,0.506,0.575,0.259
DAVE,22,0.05,0.278,0.157,0.171,0.065
DAX,187,0.012,0.886,0.063,0.102,0.107
DBVT,194,0.481,1.0,0.936,0.887,0.126
DBX,194,0.569,1.0,1.0,0.993,0.045
DCAR,194,0.088,1.0,0.367,0.412,0.211
DCIX,146,0.265,0.962,0.626,0.635,0.161
DCOM,194,0.468,1.0,0.924,0.896,0.093
DCOMP,59,0.012,0.481,0.113,0.151,0.112
DCPH,194,0.544,1.0,1.0,0.983,0.05
DCTH,5,0.417,0.886,0.645,0.667,0.173
DDIV,194,0.037,0.607,0.151,0.184,0.102
DDMX,94,0.012,0.164,0.025,0.038,0.036
DDMXU,16,0.012,0.088,0.012,0.03,0.026
DDMXW,77,0.012,0.67,0.025,0.053,0.089
DDOG,160,0.582,1.0,1.0,0.99,0.056
DEAC,133,0.012,1.0,1.0,0.647,0.456
DEACU,148,0.012,0.949,0.189,0.247,0.237
DEACW,119,0.012,1.0,0.721,0.556,0.364
DENN,194,0.544,1.0,1.0,0.99,0.048
DERM,139,0.544,1.0,1.0,0.987,0.056
DEST,22,0.164,1.0,0.702,0.63,0.224
DFBH,14,0.012,0.265,0.088,0.115,0.091
DFBHU,4,0.012,0.139,0.044,0.059,0.057
DFBHW,3,0.012,0.037,0.037,0.028,0.014
DFFN,194,0.101,1.0,0.974,0.774,0.305
DFNL,194,0.025,0.734,0.189,0.225,0.132
DFNSU,69,0.012,0.556,0.05,0.081,0.096
DFPHU,35,0.012,0.746,0.037,0.09,0.144
DFRG,22,0.772,1.0,0.974,0.942,0.061
DGICA,194,0.075,0.898,0.329,0.377,0.189
DGICB,86,0.012,0.164,0.025,0.027,0.024
DGII,194,0.43,1.0,0.93,0.883,0.118
DGLD,194,0.278,1.0,0.778,0.735,0.174
DGLY,194,0.139,1.0,0.506,0.526,0.233
DGRE,194,0.037,0.873,0.164,0.193,0.12
DGRS,194,0.037,0.632,0.215,0.243,0.118
DGRW,194,0.506,1.0,0.974,0.962,0.055
DHC,88,0.797,1.0,1.0,0.996,0.022
DHCNI,88,0.139,0.848,0.385,0.4,0.164
DHCNL,88,0.063,0.911,0.367,0.377,0.182
DHIL,194,0.088,0.569,0.291,0.302,0.111
DHXM,85,0.126,0.898,0.367,0.409,0.184
DINT,194,0.037,0.962,0.177,0.21,0.135
DIOD,194,0.518,1.0,1.0,0.984,0.052
DISCA,194,0.544,1.0,1.0,0.993,0.048
DISCB,68,0.012,0.544,0.012,0.045,0.096
DISCK,194,0.544,1.0,1.0,0.993,0.048
DISH,194,0.544,1.0,1.0,0.993,0.048
DISHR,4,0.556,0.962,0.809,0.784,0.203
DISHV,16,0.012,0.582,0.075,0.126,0.144
DJCO,189,0.012,0.329,0.063,0.078,0.065
DKNG,10,1.0,1.0,1.0,1.0,0.0
DKNGW,10,0.886,0.987,0.987,0.949,0.049
DLHC,194,0.012,0.67,0.164,0.197,0.128
DLPN,194,0.012,1.0,0.24,0.273,0.183
DLPNW,76,0.012,0.151,0.025,0.037,0.03
DLTH,194,0.544,1.0,0.987,0.972,0.053
DLTR,194,0.544,1.0,1.0,0.994,0.04
DMAC,194,0.012,0.949,0.265,0.302,0.186
DMLP,194,0.139,1.0,0.613,0.609,0.201
DMPI,194,0.24,1.0,0.67,0.67,0.177
DMRC,194,0.379,1.0,0.822,0.819,0.101
DMTK,173,0.063,0.962,0.443,0.449,0.197
DMTKW,1,0.025,0.025,0.025,0.025,
DNBF,85,0.063,0.734,0.215,0.242,0.14
DNJR,53,0.367,1.0,0.658,0.703,0.178
DNKN,194,0.544,1.0,1.0,0.992,0.048
DNLI,194,0.518,1.0,0.987,0.97,0.057
DOCU,194,0.556,1.0,1.0,0.993,0.047
DOGZ,193,0.012,0.721,0.151,0.195,0.152
DOMO,194,0.518,1.0,1.0,0.982,0.052
DOOO,194,0.063,1.0,0.784,0.733,0.227
DORM,194,0.405,1.0,0.936,0.917,0.083
DOVA,72,0.708,1.0,0.924,0.905,0.079
DOX,194,0.531,1.0,1.0,0.991,0.049
DOYU,194,0.544,1.0,1.0,0.989,0.047
DPHC,93,0.012,0.189,0.025,0.042,0.039
DPHCU,33,0.012,0.05,0.025,0.021,0.01
DPHCW,64,0.012,0.607,0.025,0.044,0.079
DRAD,192,0.012,0.974,0.233,0.284,0.198
DRADP,112,0.012,0.341,0.037,0.059,0.056
DRIO,194,0.05,1.0,0.291,0.35,0.203
DRIOW,106,0.012,0.177,0.025,0.04,0.037
DRIV,194,0.025,0.734,0.177,0.215,0.13
DRNA,194,0.544,1.0,1.0,0.986,0.05
DRRX,193,0.544,1.0,1.0,0.979,0.049
DRTT,145,0.05,0.886,0.303,0.377,0.22
DRYS,22,0.734,1.0,0.898,0.89,0.098
DSGX,194,0.329,1.0,0.898,0.881,0.11
DSKE,194,0.379,1.0,0.898,0.882,0.102
DSKEW,149,0.012,0.341,0.063,0.075,0.063
DSLV,194,0.443,1.0,0.835,0.811,0.127
DSPG,194,0.278,1.0,0.898,0.845,0.133
DSWL,181,0.012,0.569,0.05,0.071,0.073
DTEA,194,0.265,0.974,0.481,0.52,0.164
DTIL,194,0.392,1.0,0.987,0.927,0.121
DTSS,193,0.012,1.0,0.202,0.264,0.22
DUO,121,0.012,0.784,0.101,0.149,0.158
DUOT,58,0.012,0.911,0.088,0.12,0.127
